Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,geocode_status,latitude,longitude,geocode_provider,dublin_district
07/11/2022,"12A LAMBOURNE VILLAGE, CLONTARF, DUBLIN",Dublin,D03VY43,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.364093,-6.207955,mapbox,3
22/09/2022,"53 curragh farm, newbridge",Kildare,,"€462,555.06",No,Yes,New Dwelling house /Apartment,,,,,,
21/07/2022,"14 BELLINGHAM CLOSE, CASTLEBELLINGHAM, LOUTH",Louth,A91E227,"€246,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/12/2022,"6 OLD MILLRACE, RATHANGAN ROAD, MONASTEREVIN",Kildare,W34FH36,"€175,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
09/05/2022,"26 SWAN HALL, BELGARD SQ, TALLAGHT DUBLIN 24",Dublin,D24TP4F,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,52.596706,-8.708655,mapbox,-1
11/08/2022,"LISAMEEN, MOATFIELD, BALLINALEE",Longford,N39XK59,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/08/2022,"SHANBALLYARD, CLERIHAN, CLONMEL",Tipperary,E91YD82,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/09/2022,"CRAIGVIEW, CLAREMONT RD, HOWTH",Dublin,D13KW63,"€2,750,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.39141,-6.091271,mapbox,13
01/09/2022,"SHEEGORA, BOYLE, CO ROSCOMMON",Roscommon,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/06/2022,"24 MOUNTPLEASANT SQ, RANELAGH, DUBLIN 6",Dublin,D06DX04,"€1,425,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.327644,-6.261079,mapbox,6
28/01/2022,"Loughlynn Road, Castlerea",Roscommon,,"€140,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
31/05/2022,"31 ALLEN HALL, BELGARD SQUARE WEST, TALLAGHT",Dublin,D24N2XE,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.29391,-6.391084,mapbox,24
17/05/2022,"15 GLENBEG POINT, ARDAMINE COURTOWN, GOREY",Wexford,Y25W883,"€198,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/08/2022,"LISCORMACK, KILDYSART, ENNIS",Clare,V95E180,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2022,"6 Washington Green, Belcamp, Malahide Road",Dublin,D17HE04,"€378,854.61",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.407165,-6.184213,mapbox,17
30/11/2022,"80 LIOS NA GREINE, SOUTH DOUGLAS RD, CORK",Cork,T12TD70,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/12/2022,"10 LAKEVIEW, CULLENAGH, BALLINA",Tipperary,V94C2N3,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/07/2022,"25 SARSFIELD STREET, THURLES, TIPPERARY",Tipperary,E41A371,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/06/2022,"2 LODGE COURT, BORRIS, CARLOW",Carlow,R95W903,"€111,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
25/02/2022,"157 PALACE FIELDS, TUAM, GALWAY",Galway,H54EY72,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/10/2022,"4 STATION CT, PORTARLINGTON, LAOIS",Laois,R32AY64,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/05/2022,"3 FRIARS LANE, CLONGRIFFIN, DUBLIN 13",Dublin,D13F763,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4034754,-6.1575335,nominatim,13
26/05/2022,"15 EISCIR CIRCLE RD, EISCIR MEADOWS, TULLAMORE",Offaly,R35N9X9,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/03/2022,"62 LOMBARD ST WEST, CIRCULAR RD SOUTH, DUBLIN 8",Dublin,D08A7P6,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.334003,-6.271611,mapbox,8
21/04/2022,"10  The Cotton Mills, Old Chapel, Bandon",Cork,,"€295,154.50",No,Yes,New Dwelling house /Apartment,,,,,,
29/11/2022,"KILLESTRY COTTAGE, KILLALOE, CLARE",Clare,V94AYH1,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/05/2022,"DERRYLEEDIGAN, SCOTSTOWN, CO MONAGHAN",Monaghan,H18D292,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/10/2022,"ARDAGH, BALLIFFIN, CO DONEGAL",Donegal,,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/03/2022,"16 Delvin Mews, Stadalt, Stamullen",Meath,,"€317,181.00",No,Yes,New Dwelling house /Apartment,,,,,,
09/02/2022,"BRIDE ST, LOUGHREA, GALWAY",Galway,H53VY28,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/05/2022,"23 ABHAINN DUBH, PATRICKS ST, PORTARLINGTON",Offaly,R32V6R9,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/05/2022,"6 CHURCH PARK LAWN, MOUNT ARGUS, HAROLDS CROSS DUBLIN 6W",Dublin,D6WXC92,"€182,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.322849,-6.28667,mapbox,6W
27/10/2022,"9 THE SYCAMORE, GRATTAN WOOD, SYCAMORE DUBLIN 13",Dublin,D13E039,"€253,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.489997,-6.295021,mapbox,-1
14/10/2022,"ROSEWOOD LODGE, BALLYBEG, KELLS",Meath,A82EN82,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/11/2022,"4 SOMERTON, DONABATE, DUBLIN",Dublin,K36XY64,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.4924895,-6.1419056,nominatim,-1
08/02/2022,"THE COTTAGE, POULATAR, GOATENBRIDGE ARDINNNAN",Tipperary,E91PY22,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
13/04/2022,"10 RICHMOND PARK, CORBALLY, LIMERICK",Limerick,V94NV6E,"€283,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/07/2022,"99 UPPER NEWCASTLE, NEWCASTLE, GALWAY",Galway,H91C5FE,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2022,"BAWNVILLE, TARA HILL, GOREY",Wexford,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/08/2022,"123 BACHELORS WALK, DUBLIN 1, DUBLIN",Dublin,D01PT97,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3475504,-6.2592707,nominatim,1
04/11/2022,"61 FINGLAS PLACE, FNGLAS EAST, DUBLIN 11",Dublin,D11E9V6,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.386699,-6.295297,mapbox,11
19/05/2022,"7 MARREN PARK, BALLYMOTE, SLIGO",Sligo,F56WC61,"€33,750.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
10/08/2022,"No. 7 The Estuary, Magners Hill, Youghal",Cork,,"€277,533.04",No,Yes,New Dwelling house /Apartment,,,,,,
29/07/2022,"9 HAZEL CLOSE, GLEANN FIA, TOWER",Cork,,"€317,179.00",No,Yes,New Dwelling house /Apartment,,,,,,
09/11/2022,"19  MARKET YARD, SLIGO, COUNTY SLIGO",Sligo,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/12/2022,"3 CUIRT NA HEAGLAIS, NEWMARKET ON FERGUS, CLARE",Clare,V95FP65,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/10/2022,"12 CNOC NA GREINE VIEW, KILCULLEN CO KILDARE",Kildare,R56C951,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/08/2022,"2B BELFIELD COURT, STILLORGAN RD, DONNYBROOK",Dublin,D04Y027,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.307292,-6.236241,mapbox,14
18/02/2022,"5 ATLANTIC VIEW, 163 UPPER SALTHILL, SALTHILL",Galway,H91KC93,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/12/2022,"70 ST COLUMBANUS ROAD, MILLTOWN, DUBLIN 14",Dublin,D14N2V1,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.304508,-6.250109,mapbox,14
06/12/2022,"SPENCER HOUSE, JOHN ST, CARRICK ON SUIR",Tipperary,E32X593,"€164,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/09/2022,"30 SEAFIELD, WICKLOW",Wicklow,A67CX51,"€315,100.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/12/2022,"8 BELFRY SQ, BLESSINGTON RD, SAGGART DUBLIN 24",Dublin,D24KT32,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.276896,-6.417342,mapbox,24
08/02/2022,"44 TIR AN CHOIR, VICAR CHOROLAND, TUAM",Galway,H54Y832,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/02/2022,"SHOTS COTTAGE, BALLYNAHASK, KILMUCKRIDGE",Wexford,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/02/2022,"9 Silverbrook Way, Arden Road, Tullamore",Offaly,,"€273,039.00",No,Yes,New Dwelling house /Apartment,,,,,,
13/06/2022,"31 CLODAGH DRIVE  BALLYNEAL, CLONEA POWER, CARRICK-ON-SUIR",Waterford,E32VE03,"€59,160.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
05/04/2022,"18 BEAL SRUTHA, BALLYBANE, GALWAY",Galway,H91RPX6,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
27/07/2022,"CHURCHFIELD, KNOCK, CO. MAYO",Mayo,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
22/12/2022,"131 Clochran, Kilcloghans, Tuam",Galway,,"€185,021.00",No,Yes,New Dwelling house /Apartment,,,,,,
14/12/2022,"LISLARKIN, LISCANNOR, CLARE",Clare,V95TR79,"€426,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/06/2022,"CALLATRIM, BANDON, CO. CORK",Cork,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
18/01/2022,"95 THE GLEN, KILINACOURT WOODS, PORTARLINGTON",Laois,R32H2C2,"€212,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/11/2022,"APT 33 DISCOVERY BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin,D15X3H0,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.26064,-6.204428,mapbox,18
25/10/2022,"28 HILLSIDE CRESCENT, KILMACTHOMAS, CO WATERFORD",Waterford,X42HH72,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/05/2022,"LISDONNISH, CASTLERAHAN, COUNTY CAVAN",Cavan,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/06/2022,"369 Ard Uisce, Whiterock Hill, Wexford",Wexford,,"€220,264.31",Yes,Yes,New Dwelling house /Apartment,,,,,,
18/02/2022,"HIGHFIELD LODGE, RAFFEEN HILL, MONKSTOWN",Cork,T12N2EW,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/05/2022,"19 EISCIR END RD, EISCIR MEADOWS, TULLAMORE",Offaly,R35P2X3,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
20/07/2022,"MAIN ST, BALLINTRA, DONEGAL",Donegal,F94C3KW,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/09/2022,"8 THE ACRES, KNOCKNACARRA RD, GALWAY",Galway,H91HF99,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/06/2022,"2 COLLEGE VIEW, COLLEGE MANOR, COBH",Cork,P24ED37,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/11/2022,"16 Knightswood Place, Knightswood, Williamstown",Waterford,,"€263,766.00",No,Yes,New Dwelling house /Apartment,,,,,,
24/04/2022,"CORK RD, BALLYLANDERS, LIMERICK",Limerick,V35HK85,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/11/2022,"93 CASTLE WAY, CHERRYWOOD, DUBLIN 18",Dublin,D18T6YF,"€405,286.34",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.2498833,-6.1581519,nominatim,18
09/02/2022,"CALLOUGHS, CARRIGALLEN, LEITRIM",Leitrim,,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
21/04/2022,"26 BUTLER AVE, THURLES, TIPPERARY",Tipperary,E41DT73,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/10/2022,"354 Ard Uisce, Whiterock Hill, Wexford",Wexford,,"€285,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
28/02/2022,"APT 3, 139 CAPEL ST, DUBLIN 1",Dublin,D01PF30,"€466,666.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.347805,-6.268701,mapbox,1
18/08/2022,"APT 1 SALEM HOUSE, SALEM COURT, MAXWELL RD",Dublin,D06W653,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.317585,-6.266797,mapbox,6
08/11/2022,"LOVE LANE, CHARLEVILLE, CORK",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/06/2022,"GIBBONSTOWN, KILMALLOCK, CO LIMERICK",Limerick,V35HN99,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/03/2022,"14A Lake Way, Kilminchy, Portlaoise",Laois,,"€233,480.18",No,Yes,New Dwelling house /Apartment,,,,,,
22/11/2022,"WARDHOUSE, TULLAGHAN, CO LEITRIM",Leitrim,F91EF2D,"€155,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
28/10/2022,"ST HELENS, 77 COLLEGE PARK, CORBALLY",Limerick,V94AK0T,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/12/2022,"20 Rath na Gloine, Dromiskin, Dundalk",Louth,,"€210,396.47",Yes,Yes,New Dwelling house /Apartment,,,,,,
24/02/2022,"35 ELLENSBOROUGH RISE, ELLENSBOROUGH, TALLAGHT",Dublin,D24H5YV,"€418,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2669610,-6.3717728,nominatim,24
21/07/2022,"Apartment 43, The Benson Building, 76 Sir John Rogerson's Quay",Dublin,,"€607,585.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.345012,-6.234112,mapbox,2
13/09/2022,"66 Hallwell Avenue, Hallwell, Adamstown",Dublin,,"€370,044.00",No,Yes,New Dwelling house /Apartment,,ok_mapbox_strict,53.346996,-6.478212,mapbox,-1
29/09/2022,"APT 10 ISLAND VIEW, HARBOUR RD, HOWTH",Dublin,D13DD21,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.448963,-6.141234,mapbox,-1
07/01/2022,"RATHKENNY, DRANGAN, THURLES",Tipperary,E41WP62,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/08/2022,"14 GOLF LINKS RD, SKERRIES, DUBLIN",Dublin,K34HY70,"€576,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.5660059,-6.1114801,nominatim,-1
15/08/2022,"2 MANOR RD, PALMERSTOWN, DUBLIN 20",Dublin,D20PT68,"€517,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3513446,-6.3692258,nominatim,20
12/05/2022,"55 Drumnigh Manor, Portmarnock",Dublin,,"€524,229.00",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.4139834,-6.1565731,nominatim,13
28/10/2022,"12 MILL PARK, MILLERSTOWN, MAYNOOTH ROAD",Meath,,"€383,259.00",No,Yes,New Dwelling house /Apartment,,,,,,
19/05/2022,"CLONOOSE BIG, BALLYHEELAN, KILNALECK",Cavan,A82TX09,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/06/2022,"3 RIVER LANE, SUNDAYS WELL, CORK CITY",Cork,T23R63P,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
23/09/2022,"BALLINAGERAGH, LIXNAW, CO KERRY",Kerry,V92A5Y0,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/12/2022,"ROSSCARRIG, RATHMORE, BALTIMORE",Cork,P81XP62,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2022,"36 MILLBROOK COURT, MOUNT BROWN, KILMAINHAM DUBLIN 8",Dublin,D08EH9X,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.341667,-6.299458,mapbox,8
09/12/2022,"7 HILLVIEW DRIVE, POTTERY ROAD, DUNLAOGHAIRE",Dublin,A96E2Y5,"€547,500.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.271808,-6.152722,mapbox,-1
07/12/2022,"10 ROSE HILL AVENUE, KELLS ROAD, KILKENNY",Kilkenny,,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
05/01/2022,"RAHEEN, CLOHAMON, BUNCLODY",Wexford,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/09/2022,"43 WHITEFIELDS, STATION RD, PORTARLINGTON",Laois,R32KH74,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/05/2022,"55 BLOOMFIELD, ANNACOTTY, LIMERICK",Limerick,V94X48F,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/06/2022,"No. 6 Castle View, Mucklagh, Tullamore",Offaly,,"€236,784.00",Yes,Yes,New Dwelling house /Apartment,,,,,,
16/12/2022,"5 CASTLEVIEW TERRACE, RUSHBROOKE, COBH",Cork,P24XE26,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/09/2022,"SPRINGHILL, GARRISTOWN, DUBLIN",Dublin,A42KW84,"€270,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.567535,-6.383238,mapbox,-1
03/10/2022,"60 ASHMOUNT, SILVERSPRINGS, CORK",Cork,T23VX06,"€338,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
30/11/2022,"98 DOLMEN GARDENS, POLLERTON, CARLOW",Carlow,R93F9N2,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/01/2022,"No. 10 The Square, Heathfield, Carriganarra",Cork,,"€471,365.63",No,Yes,New Dwelling house /Apartment,,,,,,
15/09/2022,"CHERRYBROOK, JOHNSTOWN, KILPEDDER",Wicklow,A63CD96,"€575,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,,,,,
12/04/2022,"ALZINA, CORRIN VIEW ESTATE, FERMOY",Cork,P61TY79,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/02/2022,"10 ROSEHILL, OCALLAGHANS STRAND, LIMERICK",Limerick,V942C94,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/10/2022,"91 CASTLECOURT, KILGOBBIN WOODS, SANDYFORD DUBLIN 18",Dublin,D18E657,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.262222,-6.215743,mapbox,18
05/09/2022,"CREEVE, STREAMSTOWN, MULLINGAR",Westmeath,N91Y038,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
19/05/2022,"2 SPIREVIEW WALK, JOHNSTOWN, NAVAN",Meath,C15D9FD,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/02/2022,"20 ROSEWOOD RISE, BANDON, CORK",Cork,P72EA48,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
11/11/2022,"CARRAIG LACHA, GURTEENROE, CORK",Cork,P75KX59,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/03/2022,"POLLARDSTOWN HOUSE, POLLARDSTOWN, THE CURRAGH",Kildare,R56Y658,"€875,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
14/03/2022,"79 GILTSPUR WOOD, Bray",Wicklow,A98H274,"€437,500.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/10/2022,"70 THE STEEPLES, ST LAURENCES RD, CHAPELIZOD DUBLIN 20",Dublin,D20TC17,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.345271,-6.341264,mapbox,20
11/03/2022,"KYLE NA, LIMERICK RD, ENNIS",Clare,V95H90W,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/03/2022,"UMMEYROE, DRUMNACOOL, VIA BOYLE",Sligo,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
17/11/2022,"54 FOXFIELD RD, RAHENY, DUBLIN 5",Dublin,D05P584,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3821327,-6.1628781,nominatim,5
27/04/2022,"APT 3A HOLIDAY HOMES, CASTLEGRANGE, RAHEEN",Limerick,V94A032,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/02/2022,"KNOCKBRACK, FIRIES, KILLARNEY",Kerry,V93TD74,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
02/09/2022,"STRANAGRESS, GLENFARNE, LEITRIM",Leitrim,F91AP89,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
07/03/2022,"44 NEW RD, GALWAY",Galway,H91XHW4,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/04/2022,"34 LIFFEY AVE, LIFFEY VALLEY PARK, LUCAN",Dublin,K78D309,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_relaxed,53.350956,-6.416125,mapbox,-1
18/11/2022,"WOODFORD, MARYBOROUGH HILL, DOUGLAS",Cork,T12HW0V,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
04/08/2022,"106 LOUISA PARK, STATION RD, LEIXLIP",Kildare,W23H5P1,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
29/07/2022,"35 BARRY'S AVENUE, TERMONBARRY, CO ROSCOMMON",Roscommon,N39EH75,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
10/02/2022,"6 MCDOWELL AVE, CEANNT FORT, MOUNT BROWN DUBLIN 8",Dublin,D08Y952,"€407,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_mapbox_strict,53.341594,-6.295493,mapbox,8
05/05/2022,"9 THE HAWTHORNS, BALLYAGRAN, KILMALLOCK",Limerick,V35Y674,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
16/11/2022,"12 WESTPOINT MANOR, QUIGLEYS POINT, DONEGAL",Donegal,F93T992,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
27/07/2022,"KNOCKATAGGART, SKIBBEREEN, CORK",Cork,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/02/2022,"25 Cill Stuifin, School Road, Lahinch",Clare,,"€299,559.46",No,Yes,New Dwelling house /Apartment,,,,,,
26/07/2022,"LAFFANA, CLONOULTY, CASHEL",Tipperary,E25PK71,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
01/11/2022,"2 APT PALLISER HOUSE, ROYAL PARADE, KILLALOE",Clare,V94E2H7,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
03/03/2022,"72 EAST COURTYARD, TULLYVALE, CABINTEELY DUBLIN 18",Dublin,D18T328,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2468353,-6.1450397,nominatim,18
13/05/2022,"12 Graydon Green, Graydon, Newcastle",Dublin,,"€356,828.00",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.2957777,-6.4974589,nominatim,22
23/11/2022,"DERRYINAUGH WEST, BANTRY, CORK",Cork,P75RK29,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
15/03/2022,"5 BURGAGE LANE, STATION ROAD, LUSK",Dublin,,"€374,449.34",No,Yes,New Dwelling house /Apartment,,ok_nominatim,53.5255506,-6.1629641,nominatim,-1
08/06/2022,"25 The Avenue, Heatherside, Vale Road",Wicklow,,"€232,098.68",No,Yes,New Dwelling house /Apartment,,,,,,
04/10/2022,"CUMMERSTOWN, COLLINSTOWN, CO WESTMEATH",Westmeath,N91XY64,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
25/08/2022,"15 SEABOURNE VIEW, GREYSTONES, WICKLOW",Wicklow,A63W725,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
12/04/2022,"BARRY, KEENAGH, LONGFORD",Longford,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
09/12/2022,"10 BRAEMOR RD, CHURCHTOWN, DUBLIN 14",Dublin,D14Y956,"€880,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.2999779,-6.2618509,nominatim,14
26/04/2022,"10 ABHAINN CUIRT, COLLOONEY",Sligo,,"€215,000.00",No,Yes,New Dwelling house /Apartment,,,,,,
08/11/2022,"75 CHARLEVILLE CLOSE, RATHMINES, DUBLIN 6",Dublin,D06Y8X4,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.3231026,-6.2689656,nominatim,6
14/11/2022,"2 Annagaul View, Rathmore West, Naas",Kildare,,"€660,792.95",No,Yes,New Dwelling house /Apartment,,,,,,
13/06/2022,"5 MOYLARAGH CRESCENT, BALBRIGGAN, DUBLIN",Dublin,K32NN99,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.6099093,-6.1999650,nominatim,-1
31/01/2022,"23 CHAPEL AVENUE, BALBRIGGAN, CO. DUBLIN",Dublin,K32K338,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,ok_nominatim,53.6116521,-6.1934880,nominatim,-1
01/07/2022,"68 Forgelands, Old Forge Road, Enniscorthy",Wexford,,"€224,669.60",No,Yes,New Dwelling house /Apartment,,,,,,
04/11/2022,"APT 307, THE OLD INFIRMARY, JOHNS HILL",Waterford,X91W891,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
26/05/2022,"12 The Close, Ruxton Oaks, Blackcastle",Meath,,"€317,181.00",No,Yes,New Dwelling house /Apartment,,,,,,
08/12/2022,"5 CEDAR GROVE, BALLYDAHEEN, MALLOW",Cork,P51YV2K,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
28/04/2022,"BOIHY, FARNAUGHT, MOHILL",Leitrim,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,,,,,
