Date of Sale (dd/mm/yyyy),County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,area_token_reduced,vat_adjusted_flag,Price_Adjusted_VAT,Price_Adjusted_VAT_Clamped
2023-08-14,Limerick,245000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,raheen,0,Other,0,245000.0,245000.0
2023-12-01,Louth,220000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,scotch hall,0,Other,0,220000.0,220000.0
2023-08-16,Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Dublin 7,0,north circular road,0,Other,0,405000.0,405000.0
2023-06-15,Meath,402500.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,grangerath,0,Other,0,402500.0,402500.0
2023-10-06,Wicklow,458000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,1,Unknown,1,oldcourt,0,Other,0,458000.0,458000.0
2023-01-31,Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,2023,1,0,1,Unknown,1,beresford,0,Other,0,475000.0,475000.0
2023-08-03,Meath,175000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,0,Unknown,1,cavan rd,0,Other,0,175000.0,175000.0
2023-02-22,Kildare,350000.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,1,Unknown,1,naas,0,naas,0,350000.0,350000.0
2023-03-03,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,1,Unknown,1,mullingar,0,mullingar,0,220000.0,220000.0
2023-09-08,Tipperary,213000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,clonmel,0,clonmel,0,213000.0,213000.0
2023-10-12,Kilkenny,935000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,0,Unknown,1,castle gardens,0,Other,0,935000.0,721137.5
2023-12-15,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,frankfort,0,Other,0,350000.0,350000.0
2023-12-01,Cork,350000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,ballincollig,0,ballincollig,0,350000.0,350000.0
2023-11-28,Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,1,Unknown,1,ballybrack,0,Other,0,470000.0,470000.0
2023-08-28,Kerry,230000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,lisloose,0,Other,0,230000.0,230000.0
2023-01-09,Mayo,190000.0,No,No,Second-Hand Dwelling house /Apartment,2023,1,0,0,Unknown,1,ballinrobe,0,Other,0,190000.0,190000.0
2023-09-15,Mayo,230000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,castlebar,0,castlebar,0,230000.0,230000.0
2023-09-13,Cork,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,fermoy,0,Other,0,200000.0,200000.0
2023-08-28,Kildare,215000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,kildare,0,Other,0,215000.0,215000.0
2023-08-25,Dublin,775000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Dublin 15,0,carpenterstown,0,Other,0,775000.0,721137.5
2023-11-14,Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,1,Unknown,1,dun laoghaire,0,dun laoghaire,0,405000.0,405000.0
2023-09-29,Dublin,910000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Dublin 14,0,churchtown,0,churchtown,0,910000.0,721137.5
2023-09-08,Offaly,143500.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,banagher,0,Other,0,143500.0,143500.0
2023-05-26,Dublin,327000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Dublin 8,0,23 harty place,0,Other,0,327000.0,327000.0
2023-12-21,Mayo,950000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,westport,0,westport,0,950000.0,721137.5
2023-05-22,Carlow,225000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Unknown,1,rathoe rd,0,Other,0,225000.0,225000.0
2023-12-22,Sligo,750000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,shore rd,0,Other,0,750000.0,721137.5
2023-07-21,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Dublin 12,0,greenhills,0,Other,0,370000.0,370000.0
2023-10-24,Kildare,312775.33,No,Yes,New Dwelling house /Apartment,2023,10,0,1,Unknown,1,231 oldtown woods,0,Other,1,354999.99955,354999.99955
2023-12-14,Cork,315000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,bweeng,0,Other,0,315000.0,315000.0
2023-08-29,Dublin,581000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Dublin 18,0,fernleigh,0,Other,0,581000.0,581000.0
2023-12-07,Kildare,863436.0,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,railpark,0,Other,1,979999.86,721137.5
2023-10-20,Meath,165000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,1,Unknown,1,stamullen,0,Other,0,165000.0,165000.0
2023-05-02,Wicklow,422000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Unknown,1,wicklow hills,0,Other,0,422000.0,422000.0
2023-12-11,Limerick,328000.0,No,Yes,New Dwelling house /Apartment,2023,12,1,1,Unknown,1,block 2,0,Other,1,372280.0,372280.0
2023-09-29,Cork,299559.0,No,Yes,New Dwelling house /Apartment,2023,9,0,1,Unknown,1,cloughduv,0,Other,1,339999.465,339999.465
2023-05-24,Kildare,240000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Unknown,1,athy,0,athy,0,240000.0,240000.0
2023-07-13,Cork,343000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,parkway dr,0,Other,0,343000.0,343000.0
2023-08-17,Dublin,515418.0,No,Yes,New Dwelling house /Apartment,2023,8,0,1,Unknown,1,the alder,0,Other,1,584999.43,584999.43
2023-09-26,Dublin,306000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Dublin 11,0,st margarets rd,0,Other,0,306000.0,306000.0
2023-09-29,Dublin,747000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Dublin 9,0,beaumont,0,beaumont,0,747000.0,721137.5
2023-12-06,Wicklow,392070.0,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,sorrel wood,0,Other,1,444999.45,444999.45
2023-12-18,Dublin,350000.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Dublin 12,0,crumlin,0,crumlin,0,350000.0,350000.0
2023-02-15,Wicklow,275000.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,1,Unknown,1,dargle road,0,Other,0,275000.0,275000.0
2023-05-19,Laois,94389.15,Yes,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Unknown,1,station rd,0,Other,0,94389.15,94389.15
2023-12-15,Laois,330396.0,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,mount stewart,0,Other,1,374999.46,374999.46
2023-07-05,Dublin,795000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Dublin 6,0,rathgar,0,rathgar,0,795000.0,721137.5
2023-12-15,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Dublin 18,0,sandyford,0,Other,0,410000.0,410000.0
2023-05-31,Dublin,886000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Unknown,1,st helens wood,0,Other,0,886000.0,721137.5
2023-10-06,Sligo,132158.59,No,No,Second-Hand Dwelling house /Apartment,2023,10,1,1,Unknown,1,ballisodare town centre,0,Other,0,132158.59,132158.59
2023-06-23,Waterford,114000.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,lismore,0,Other,0,114000.0,114000.0
2023-04-14,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Dublin 5,0,artane,0,artane,0,460000.0,460000.0
2023-03-10,Wexford,250000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,1,Unknown,1,paulshone harbour,0,Other,0,250000.0,250000.0
2023-04-12,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Unknown,1,moville,0,Other,0,75000.0,75000.0
2023-11-10,Wexford,246696.0,No,Yes,New Dwelling house /Apartment,2023,11,0,1,Unknown,1,kilmuckridge gorey,0,Other,1,279999.96,279999.96
2023-03-09,Galway,40000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,0,Unknown,1,gort,0,Other,0,40000.0,60000.0
2023-11-01,Wexford,50000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,0,Unknown,1,courtown,0,Other,0,50000.0,60000.0
2023-04-17,Sligo,66180.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Unknown,1,ballisodare,0,Other,0,66180.0,66180.0
2023-12-15,Kildare,325000.0,Yes,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,coachroad meadows,0,Other,1,368875.0,368875.0
2023-09-01,Meath,303900.0,No,Yes,New Dwelling house /Apartment,2023,9,0,1,Unknown,1,16 glen boann,0,Other,1,344926.5,344926.5
2023-12-06,Limerick,380000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,knocklong,0,Other,0,380000.0,380000.0
2023-11-13,Cork,243000.0,Yes,Yes,New Dwelling house /Apartment,2023,11,0,1,Unknown,1,newton heights,0,Other,1,275805.0,275805.0
2023-04-18,Kildare,215000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Unknown,1,castlecomer rd,0,Other,0,215000.0,215000.0
2023-10-20,Cork,280000.0,Yes,Yes,New Dwelling house /Apartment,2023,10,0,1,Unknown,1,bishopstown road,0,Other,1,317800.0,317800.0
2023-08-25,Tipperary,276500.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,richmond,0,Other,0,276500.0,276500.0
2023-02-22,Kildare,590308.0,No,Yes,New Dwelling house /Apartment,2023,2,0,1,Unknown,1,new road,0,Other,1,669999.58,669999.58
2023-07-26,Dublin,528634.36,No,Yes,New Dwelling house /Apartment,2023,7,0,1,Unknown,1,cherrywood,0,Other,1,599999.9985999999,599999.9985999999
2023-09-14,Dublin,1215000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,dalkey,0,Other,0,1215000.0,721137.5
2023-11-13,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,1,Unknown,1,lucan,0,lucan,0,365000.0,365000.0
2023-09-25,Wexford,260000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,0,Unknown,1,la rochelle,0,Other,0,260000.0,260000.0
2023-03-10,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,1,Unknown,1,swords,0,swords,0,480000.0,480000.0
2023-09-28,Cork,370000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,the old quarter,0,Other,0,370000.0,370000.0
2023-07-06,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,balbriggan,0,balbriggan,0,250000.0,250000.0
2023-09-20,Cork,308370.0,No,Yes,New Dwelling house /Apartment,2023,9,0,1,Unknown,1,sallybrook,0,Other,1,349999.95,349999.95
2023-10-27,Limerick,197000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,1,Unknown,1,bru na gruadan,0,Other,0,197000.0,197000.0
2023-03-22,Dublin,850221.0,No,Yes,New Dwelling house /Apartment,2023,3,0,1,Unknown,1,kinsealy lane,0,Other,1,965000.835,721137.5
2023-12-21,Meath,199500.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,slane,0,Other,0,199500.0,199500.0
2023-04-21,Meath,308370.0,No,Yes,New Dwelling house /Apartment,2023,4,0,1,Unknown,1,donacarney,0,Other,1,349999.95,349999.95
2023-05-18,Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,0,Unknown,1,kanturk,0,Other,0,205000.0,205000.0
2023-12-01,Westmeath,305000.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,mullingar,0,mullingar,0,305000.0,305000.0
2023-05-19,Dublin,343000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Dublin 9,0,santry,0,santry,0,343000.0,343000.0
2023-09-13,Offaly,226500.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,edenderry,0,edenderry,0,226500.0,226500.0
2023-02-22,Cork,387664.0,No,Yes,New Dwelling house /Apartment,2023,2,0,1,Unknown,1,heathfield,0,Other,1,439998.64,439998.64
2023-02-09,Tipperary,245000.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,0,Unknown,1,bansha,0,Other,0,245000.0,245000.0
2023-03-13,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,1,Unknown,1,albert rd,0,Other,0,200000.0,200000.0
2023-04-14,Laois,175000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Unknown,1,rathndowney,0,Other,0,175000.0,175000.0
2023-09-08,Waterford,220000.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,dungarvan,0,dungarvan,0,220000.0,220000.0
2023-06-13,Monaghan,214000.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,monaghan,0,Other,0,214000.0,214000.0
2023-02-23,Wexford,180000.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,1,Unknown,1,enniscorthy,0,enniscorthy,0,180000.0,180000.0
2023-08-22,Mayo,235000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,castlebar,0,castlebar,0,235000.0,235000.0
2023-12-20,Cork,360000.0,No,Yes,New Dwelling house /Apartment,2023,12,0,0,Unknown,1,31charleston woods,0,Other,1,408600.0,408600.0
2023-04-14,Kildare,306000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Unknown,1,sallins,0,Other,0,306000.0,306000.0
2023-07-18,Dublin,867500.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,blackrock,0,blackrock,0,867500.0,721137.5
2023-09-26,Cavan,107500.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,cootehill,0,Other,0,107500.0,107500.0
2023-04-06,Meath,135000.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,4,0,0,Unknown,1,summerhill,0,Other,0,135000.0,135000.0
2023-01-27,Louth,250000.0,No,No,Second-Hand Dwelling house /Apartment,2023,1,0,0,Unknown,1,dublin rd,0,dublin rd,0,250000.0,250000.0
2023-11-09,Tipperary,92500.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,0,Unknown,1,golden,0,Other,0,92500.0,92500.0
2023-07-24,Wicklow,352742.62,No,Yes,New Dwelling house /Apartment,2023,7,0,1,Unknown,1,moneycarroll,0,Other,1,400362.8737,400362.8737
2023-12-01,Wicklow,400881.0,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,sorrel wood,0,Other,1,454999.935,454999.935
2023-11-07,Kerry,290000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,0,Unknown,1,listowel,0,listowel,0,290000.0,290000.0
2023-12-19,Louth,312775.33,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,cappocks green,0,Other,1,354999.99955,354999.99955
2023-08-09,Dublin,1100000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Dublin 4,0,donnybrook,0,donnybrook,0,1100000.0,721137.5
2023-02-02,Galway,227000.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,1,Unknown,1,poolboy,0,Other,0,227000.0,227000.0
2023-05-17,Carlow,30000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,0,Unknown,1,borris,0,Other,0,30000.0,60000.0
2023-09-05,Longford,220000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,dublin road,0,dublin road,0,220000.0,220000.0
2023-11-23,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,1,Unknown,1,buncrana,0,Other,0,185000.0,185000.0
2023-10-13,Waterford,260351.0,No,Yes,New Dwelling house /Apartment,2023,10,0,1,Unknown,1,deerpark,0,Other,1,295498.385,295498.385
2023-10-31,Dublin,850000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,1,Unknown,1,phibsborough,0,Other,0,850000.0,721137.5
2023-12-04,Meath,251101.0,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,baker hall,0,Other,1,284999.635,284999.635
2023-06-06,Cork,150000.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,mallow,0,mallow,0,150000.0,150000.0
2023-12-12,Cork,367500.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,glenville,0,Other,0,367500.0,367500.0
2023-08-25,Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,saleen,0,Other,0,285000.0,285000.0
2023-06-09,Dublin,477500.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,castleknock,0,castleknock,0,477500.0,477500.0
2023-12-22,Galway,64151.0,Yes,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,carna,0,Other,0,64151.0,64151.0
2023-09-27,Dublin,585000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Dublin 11,0,glasnevin,0,glasnevin,0,585000.0,585000.0
2023-09-01,Galway,487000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,galway,0,Other,0,487000.0,487000.0
2023-02-15,Dublin,590308.38,No,Yes,New Dwelling house /Apartment,2023,2,0,1,Unknown,1,mercer vale,0,Other,1,670000.0113,670000.0113
2023-12-12,Wicklow,281938.0,No,Yes,New Dwelling house /Apartment,2023,12,0,1,Unknown,1,rathnew,0,Other,1,319999.63,319999.63
2023-03-08,Dublin,335000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,1,Dublin 15,0,clonsilla,0,clonsilla,0,335000.0,335000.0
2023-09-20,Kildare,307000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,leixlip,0,leixlip,0,307000.0,307000.0
2023-11-17,Limerick,235000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,1,Unknown,1,dooradoyle,0,dooradoyle,0,235000.0,235000.0
2023-01-31,Mayo,145000.0,No,No,Second-Hand Dwelling house /Apartment,2023,1,0,1,Unknown,1,newport,0,Other,0,145000.0,145000.0
2023-09-25,Kilkenny,351542.0,No,Yes,New Dwelling house /Apartment,2023,9,0,1,Unknown,1,kellymount,0,Other,1,399000.17,399000.17
2023-07-27,Wexford,189724.67,No,Yes,New Dwelling house /Apartment,2023,7,0,1,Unknown,1,drumgold,0,Other,1,215337.50045000002,215337.50045000002
2023-07-25,Galway,233000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,whitestrand park,0,Other,0,233000.0,233000.0
2023-07-14,Wexford,160000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,new ross,0,new ross,0,160000.0,160000.0
2023-10-05,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,1,Dublin 7,0,phibsborough,0,Other,0,240000.0,240000.0
2023-08-30,Tipperary,85000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,0,Unknown,1,mullinahone,0,Other,0,85000.0,85000.0
2023-02-01,Wicklow,370044.0,No,Yes,New Dwelling house /Apartment,2023,2,0,1,Unknown,1,vartry wood,0,Other,1,419999.94,419999.94
2023-12-08,Leitrim,65000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,kinlough,0,Other,0,65000.0,65000.0
2023-07-28,Galway,200000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,ballybane,0,Other,0,200000.0,200000.0
2023-07-25,Laois,180000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,portarlington,0,portarlington,0,180000.0,180000.0
2023-06-22,Limerick,234000.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,ennis rd,0,Other,0,234000.0,234000.0
2023-04-04,Offaly,520000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,0,Unknown,1,edenderry,0,edenderry,0,520000.0,520000.0
2023-09-18,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,knockbrogan,0,Other,0,235000.0,235000.0
2023-11-20,Waterford,440000.0,No,No,Second-Hand Dwelling house /Apartment,2023,11,0,1,Unknown,1,duckspool,0,Other,0,440000.0,440000.0
2023-10-25,Cork,495000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,0,Unknown,1,fermoy,0,Other,0,495000.0,495000.0
2023-12-12,Dublin,560000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,1,1,Unknown,1,clarence st,0,Other,0,560000.0,560000.0
2023-12-21,Louth,245000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,ballymakenny road,0,Other,0,245000.0,245000.0
2023-07-14,Cork,363435.0,No,Yes,New Dwelling house /Apartment,2023,7,0,1,Unknown,1,gleann fia,0,Other,1,412498.725,412498.725
2023-08-01,Cork,342000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,ballyhooley rd,0,Other,0,342000.0,342000.0
2023-07-19,Limerick,110000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,bengal terrace,0,Other,0,110000.0,110000.0
2023-07-20,Kildare,250000.0,No,No,Second-Hand Dwelling house /Apartment,2023,7,0,1,Unknown,1,primrose gate estate,0,Other,0,250000.0,250000.0
2023-09-08,Kildare,465000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,maynooth,0,maynooth,0,465000.0,465000.0
2023-01-19,Louth,340000.0,No,Yes,New Dwelling house /Apartment,2023,1,0,1,Unknown,1,termonfeckin road,0,Other,1,385900.0,385900.0
2023-05-11,Galway,1575000.0,No,No,Second-Hand Dwelling house /Apartment,2023,5,0,1,Unknown,1,salthill,0,Other,0,1575000.0,721137.5
2023-12-01,Tipperary,289000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,knock,0,Other,0,289000.0,289000.0
2023-10-13,Meath,356800.0,No,No,New Dwelling house /Apartment,2023,10,0,1,Unknown,1,the willows,0,Other,0,356800.0,356800.0
2023-03-16,Cork,2525000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,0,Unknown,1,glengarriff,0,Other,0,2525000.0,721137.5
2023-12-06,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Dublin 24,0,dublin 24,0,Other,0,460000.0,460000.0
2023-09-01,Dublin,242501.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,1,1,Unknown,1,clifden court,0,Other,0,242501.0,242501.0
2023-01-26,Limerick,145000.0,No,No,Second-Hand Dwelling house /Apartment,2023,1,0,1,Unknown,1,kileely,0,Other,0,145000.0,145000.0
2023-09-28,Dublin,572687.23,No,Yes,New Dwelling house /Apartment,2023,9,0,1,Unknown,1,golf road,0,Other,1,650000.00605,650000.00605
2023-04-26,Dublin,2350000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Dublin 6,0,dublin 6,0,Other,0,2350000.0,721137.5
2023-08-08,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,kimmage court,0,Other,0,240000.0,240000.0
2023-01-30,Tipperary,100000.0,No,No,Second-Hand Dwelling house /Apartment,2023,1,0,1,Unknown,1,carrick on suir,0,Other,0,100000.0,100000.0
2023-04-24,Donegal,234000.0,No,No,Second-Hand Dwelling house /Apartment,2023,4,0,1,Unknown,1,killult middle,0,Other,0,234000.0,234000.0
2023-10-10,Wexford,425000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,0,0,Unknown,1,rathangan,0,Other,0,425000.0,425000.0
2023-10-03,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2023,10,1,1,Dublin 2,0,17 aungier st,0,Other,0,200000.0,200000.0
2023-08-31,Dublin,865000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Dublin 14,0,churchtown,0,churchtown,0,865000.0,721137.5
2023-08-31,Cork,358000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,0,Unknown,1,lisnacaha,0,Other,0,358000.0,358000.0
2023-02-24,Dublin,326000.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,1,Dublin 15,0,blanchardstown,0,blanchardstown,0,326000.0,326000.0
2023-02-10,Cork,487500.0,No,No,Second-Hand Dwelling house /Apartment,2023,2,0,0,Unknown,1,kil na cranagh,0,Other,0,487500.0,487500.0
2023-12-05,Wexford,100000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,0,Unknown,1,rosbercon,0,Other,0,100000.0,100000.0
2023-06-06,Cork,308370.0,No,Yes,New Dwelling house /Apartment,2023,6,0,1,Unknown,1,glashaboy heights,0,Other,1,349999.95,349999.95
2023-09-29,Cork,330000.0,No,No,Second-Hand Dwelling house /Apartment,2023,9,0,1,Unknown,1,building,0,Other,0,330000.0,330000.0
2023-12-06,Dublin,497797.35,No,No,New Dwelling house /Apartment,2023,12,1,1,Unknown,1,roebuck road,0,Other,0,497797.35,497797.35
2023-06-14,Donegal,258000.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,0,Unknown,1,moville,0,Other,0,258000.0,258000.0
2023-12-20,Waterford,356000.0,No,No,Second-Hand Dwelling house /Apartment,2023,12,0,1,Unknown,1,grantstown park,0,Other,0,356000.0,356000.0
2023-08-14,Wexford,800000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,0,Unknown,1,bunclody,0,Other,0,800000.0,721137.5
2023-06-20,Meath,350000.0,No,No,Second-Hand Dwelling house /Apartment,2023,6,0,1,Unknown,1,milltree park,0,Other,0,350000.0,350000.0
2023-01-24,Cork,298128.0,No,Yes,New Dwelling house /Apartment,2023,1,0,1,Unknown,1,elmbury,0,Other,1,338375.28,338375.28
2023-08-16,Roscommon,200000.0,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,1,Unknown,1,castlerea,0,Other,0,200000.0,200000.0
2023-02-27,Kildare,361233.47,No,Yes,New Dwelling house /Apartment,2023,2,0,1,Unknown,1,ballymore eustace,0,Other,1,409999.98844999995,409999.98844999995
2023-03-06,Meath,325991.0,No,Yes,New Dwelling house /Apartment,2023,3,0,1,Unknown,1,22 fennor lodge,0,Other,1,369999.785,369999.785
2023-08-31,Mayo,105442.86,No,No,Second-Hand Dwelling house /Apartment,2023,8,0,0,Unknown,1,claremorris,0,claremorris,0,105442.86,105442.86
2023-03-01,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,2023,3,0,1,Dublin 14,0,rathfarnham,0,rathfarnham,0,430000.0,430000.0
2023-01-19,Wicklow,524350.0,No,Yes,New Dwelling house /Apartment,2023,1,0,1,Unknown,1,archers wood,0,Other,1,595137.25,595137.25
