Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month
2024-03-15,"47 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF DUBLIN 3",Dublin,D03NR13,400000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-03-01,"27 Sruth Na Ghleanna, Killeshin, Carlow",Laois,,378855.0,No,Yes,New Dwelling house /Apartment,,2024,3
2024-04-26,"46 THE LODGE, ABBEYLANDS, CLANE",Kildare,W91RD34,182500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-10-11,"KNOCKALISHEEN, TOGHER, CORK",Cork,T12XYR8,950000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-09-27,"SPRINGHILL, KILLESHIN, CO CARLOW",Carlow,,162500.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-10-18,"47 ARD NA GREINE, TULLASKEAGH, ROSCREA",Tipperary,E53VE27,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-09-05,"62 DRUMFINN AVE BALLYFERMOT, DUBLIN 10, DUBLIN",Dublin,D10FX03,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-02-15,"3 ELMCASTLE DR, KILNAMANAGH, DUBLIN 24",Dublin,D24V0AP,450000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-08-12,"Apt. 8 The Shore, Seamount Rise, Seamount Road",Dublin,,511013.26,No,Yes,New Dwelling house /Apartment,,2024,8
2024-08-26,"FLAT 2, 4 CECIL STREET, LIMERICK",Limerick,V94ET99,81000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-04-25,"32 Derrymore Gardens, Mountrath",Laois,,308370.0,No,Yes,New Dwelling house /Apartment,,2024,4
2024-09-30,"CHURCH RD, TULLA, CLARE",Clare,V95R704,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-02-13,"61 HAMPTON SQ, NAVAN RD, DUBLIN 7",Dublin,D07EH5W,360000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-06-19,"68 EMBASSY MANOR, KILL, KILDARE",Kildare,W91NY28,360000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-07-24,"168 GLEBEMOUNT, WICKLOW",Wicklow,A67C973,425000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-12-05,"101 CLONKEEN RD, DEANS GRANGE, BLACKROCK",Dublin,A94K409,830000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-01-25,"9 TURVEY AVENUE, INCHICORE, DUBLIN 8",Dublin,D08F2P0,402000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-10-17,"3 ST MARYS RD, MIDLETON, CORK",Cork,P25KT27,145000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-06-28,"46 ALANDALE ORCHARD, ASHBOURNE AVE, CIRCULAR RD SOUTH",Limerick,V94KR66,265000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-12-16,"6 ESKER MEADOW RISE, LUCAN, DUBLIN",Dublin,K78X400,488000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-04-19,"13 DEAN SWIFT ROAD, BALLYMUN, DUBLIN 11",Dublin,D11AD81,478000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-08-16,"13 TALBOT TCCE, PORTLAW, WATERFORD",Waterford,X91X9N2,194000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-11-01,"DETACHED HOUSE, BARN ROAD, DUNLEER",Louth,A92PX6A,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-11-07,"14 GORT NA GREINE, SIXMILEBRIDGE",Clare,,528634.36,No,Yes,New Dwelling house /Apartment,,2024,11
2024-12-11,"DERRYDORRAGHY, TYDAVNET, CO MONAGHAN",Monaghan,H18W267,204500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-08-09,"33 CAPPAGH AVE, DUBLIN 11, DUBLIN",Dublin,D11V6T7,280000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-03-28,"132 BISCAYNE, COAST RD, MALAHIDE",Dublin,K36YP94,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-12-03,"4 BREWERS GATE, NEWPORT ST, DUBLIN 8",Dublin,D08KX94,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-05-23,"14 THE PARK, STRANDHILL RD, SLIGO",Sligo,F91NWF3,415000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-09-23,"8 BRIGHTON COTTAGES, BRIGHTON ROAD, DUBLIN 18",Dublin,D18W2V8,627000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-12-19,"15 FOXFIELD ST JOHN, RAHENY, DUBLIN 5",Dublin,D05T048,710000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-12-12,"TIGH EOGHAN, CLASHADOO, DURRUS",Cork,P75TF66,410000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-03-28,"9 GLENBROOK WHARF, PASSAGE, CORK",Cork,T12AX62,188000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-03-28,"11 MELVILLE TERRACE JAMESTOWN RD, FINGLAS, DUBLIN",Dublin,D11AW88,286000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-03-21,"55 LARKFIELD GROVE, HAROLDS CROSS, DUBLIN 6W",Dublin,D6WPR44,495000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-06-10,"Apt. 27  Block 4, The Maltings, Portlaoise",Laois,,285185.18,No,Yes,New Dwelling house /Apartment,,2024,6
2024-08-22,"9 CLUAIN ARD, LIS NA DARA, CARRICK RD",Louth,A91A2TF,331500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-08-28,"50 CLUAIN ARD, SEA RD, ARKLOW",Wicklow,Y14PW84,325000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-06-20,"37 CHERRYWOOD VILLAS, NANGOR RD, CLONDALKIN DUBLIN 22",Dublin,D22E2N9,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-03-27,"65 THE MIZEN COURTYARD MARINA VILLA, ARKLOW, WICKLOW",Wicklow,Y14C407,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-05-24,"28 KNOCKANEVIN, BORRISOLEIGH, THURLES",Tipperary,E41VP30,180000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-05-15,"8 OAKLEY DR, EARLSCOURT, WATERFORD",Waterford,X91FX5K,383000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-12-17,"87 TIFFANY DOWNS, BISHOPSTOWN, CORK",Cork,T12AH5P,330000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-10-10,"7 OAK PARK PLACE, CRADDOCKSTOWN, NAAS",Kildare,W91YW3W,500000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-02-16,"5 CEDAR PLACE, CEDAR PARK, WESTPORT",Mayo,F28YW56,333500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-10-21,"17 Tandys Lane, Adamstown, Lucan",Dublin,,541850.22,No,Yes,New Dwelling house /Apartment,,2024,10
2024-11-01,"13 BALLINAKILL AVE, DUNMORE RD, WATERFORD",Waterford,X91PT8R,520000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-01-12,"PLEBERSTOWN THOMASTOWN, THOMASTOWN, KILKENNY",Kilkenny,R95E5W8,682175.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-04-03,"70 NA CLUAINTE, TULLAMORE RD, PORTARLINGTON",Offaly,R32T952,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-10-29,"56 WOODVALE WALK, FETHARD, CO TIPPERARY",Tipperary,E91XP74,18000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-01-26,"4 GLEANN NA RIOGH WAY, NAAS, KILDARE",Kildare,W91AX6P,495000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-12-10,"7 The  Avenue, Hawks Bay, Keatingstown",Wicklow,,418502.0,No,Yes,New Dwelling house /Apartment,,2024,12
2024-10-30,"36 Aderrig Park Avenue, 9 &10 Aderrig Heights, and 5 & 7 Aderrig Grove",Dublin,,1630079.63,No,Yes,New Dwelling house /Apartment,,2024,10
2024-01-26,"24 MILLTOWN MANOR, MONALEEN, CASTLETROY",Limerick,V94PY6F,610000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-07-17,"LARAGH HOUSE, BUNNASILLAGH, CAHERLISTRANE",Galway,H91E7V0,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-03-13,"27 WILLOW WOOD GREEN, CLONSILLA, DUBLIN 15",Dublin,D15HPF9,363000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-10-30,"51 ST KEVINS PARK, DARTRY, DUBLIN 6",Dublin,D06R5X5,3400000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-08-29,"8 Rockview Grove, Portlaoise",Laois,,330396.0,No,Yes,New Dwelling house /Apartment,,2024,8
2024-08-19,"ROSS, KILMEADEN, WATERFORD",Waterford,,100000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-07-15,"7 aderrig lane, adamstown, lucan",Dublin,,422907.49,No,Yes,New Dwelling house /Apartment,,2024,7
2024-07-12,"14 CLUAIN AOIBHINN, CRADDOCKSTOWN, NAAS",Kildare,W91PHF4,470000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-09-12,"44 Clog na Leinn, Collinstown",Westmeath,,405286.0,No,Yes,New Dwelling house /Apartment,,2024,9
2024-03-20,"COOLAGOWN, CASTLETOWN, KILMALLOCK",Limerick,,50000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-01-12,"48 WINDMILL TERRACE, PORTERSTOWN, DUBLIN 15",Dublin,D15XP65,305000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-09-20,"22 BALLYMACOOL TERRACE, LETTERKENNY, CO DONEGAL",Donegal,F92DR7T,181000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-09-11,"KILMURRAY, CLANE, KILDARE",Kildare,W91K7P2,795000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-02-22,"45 MILLTOWN AVE, MOUNT ST ANNES, MILLTOWN DUBLIN 6",Dublin,D06PP30,800000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-10-07,"46 CASTLEFIELD COURT, CLONSILLA, DUBLIN 15",Dublin,D15E0HC,486000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-11-15,"3 PARK VILLAS, VICTORIA RD, CORK",Cork,T12EKT1,1300000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-08-27,"27 MCCORMACK EST, LOWER CHARLES ST, CASTLEBAR",Mayo,,137500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-09-02,"28 GREENFIELDS & OTHERS, ROSCOMMON",Roscommon,F42Y899,1755000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-09-06,"9 Ard Raithni, Bearna, Co. Galway",Galway,,660792.0,No,Yes,New Dwelling house /Apartment,,2024,9
2024-07-12,"14 EMERSON AVE, SALTHILL, GALWAY",Galway,H91R621,710000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-01-31,"2 GEORGES QUAY, APT 4, DUBLIN 2",Dublin,D02FY76,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-05-22,"24 HYDE COURT, TOWNSEND ST, DUBLIN 2",Dublin,D02R658,521000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-09-10,"12 THE MALL, MARYBOROUGH WOODS, DOUGLAS",Cork,T12V8KF,317500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-07-19,"63 Maolchnoc, Ballymoneen Road, Knocknacarra",Galway,,436239.0,No,Yes,New Dwelling house /Apartment,,2024,7
2024-05-08,"7 LEDWIDGE CRESENT, BRAY, WICKLOW",Wicklow,A98H603,445000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-10-24,"29 BEACHDALE, SEA ROAD, KILCOOLE",Wicklow,A63HT93,495000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-08-09,"25 DUN OR, DONASKEAGH, TIPPERARY",Tipperary,E34KX45,208000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-02-01,"SHROWEBEAHA, BANTEER, CORK",Cork,P51F6R3,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-03-04,"14 ATKINSON DRIVE, BELMONT, AIKENS VILLAGE",Dublin,D18HE03,626000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-07-17,"3 The Shore, Seamount Rise, Seamount Road",Dublin,,515418.0,No,Yes,New Dwelling house /Apartment,,2024,7
2024-04-26,"7 MANOR CLOSE, ROXBOROUGH MANOR, MULGANNON",Wexford,,308000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-11-04,"65 The Elms, Lakeview, Midleton",Cork,,383259.9,No,Yes,New Dwelling house /Apartment,,2024,11
2024-06-07,"15 Parklands Wood, Parklands, Citywest",Dublin,,414096.0,No,Yes,New Dwelling house /Apartment,,2024,6
2024-02-23,"84 GLASNEVIN AVEUE, DUBLIN 11, DUBLIN",Dublin,D11XT91,540000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-07-10,"WESTLEIDH HOUSE, BROWNSTOWN, RATOATH",Meath,A85R231,995000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-01-31,"33 MANOR COURT, MOUNT ARGUS GROVE, HARROLDS CROSS DUBLIN 6",Dublin,,327500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-06-24,"63 DALCASSIAN DOWNS, GLASNEVIN, DUBLIN 9",Dublin,D11K7N8,590000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-09-13,"27 Glanmore Heights, Dun an Ri, Coosan",Westmeath,,387665.19,No,Yes,New Dwelling house /Apartment,,2024,9
2024-05-31,"Apartment 82, De Verdon Place, Malahide Road",Dublin,,306198.23,Yes,Yes,New Dwelling house /Apartment,,2024,5
2024-01-17,"61 DUBLIN ST, DUNDALK, LOUTH",Louth,A91C6X3,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-12-18,"24 HEADFORD WOODS, KELLS, MEATH",Meath,A82H2Y6,350000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-11-25,"23 NYNE PARK CRESCENT, NYNE PARK, KILKENNY",Kilkenny,,349397.0,No,Yes,New Dwelling house /Apartment,,2024,11
2024-07-19,"20 HILLCREST, MULGANNON, WEXFORD",Wexford,Y35A2H5,515000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-10-18,"13 RIVERVIEW APTS, NEW RD, ENNISTYMON",Clare,,112000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-08-16,"9 ST MOBHI RD, GLASNEVIN, DUBLIN 9",Dublin,D09H7V0,975000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-10-22,"TOORSALEEN, MASTERGEEHY, KERRY",Kerry,V23HX62,60425.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-10-11,"FERMOYLE, EMLAGHMORE, KILLARNEY",Kerry,V23XD42,63940.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-09-24,"The Mews, 9 Castlewood Place, Rathmines",Dublin,,315000.0,No,Yes,New Dwelling house /Apartment,,2024,9
2024-02-21,"230 MOYVILLE, EDMONDSTOWN RD, RATHFARNHAM DUBLIN 16",Dublin,D16K4A8,585000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-04-25,"76 INNISFALLEN PARADE, CIRCULAR RD NORTH, DUBLIN 7",Dublin,D07X5D0,310000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-12-19,"236 OLCOVAR, SHANKILL, DUBLIN 18",Dublin,D18TW83,395000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-05-10,"66 BALLYMANY MANOR, NEWBRIDGE, KILDARE",Kildare,W12XH50,405000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-11-28,"SCRACEEGHAN, GLENCAR, LEITRIM",Sligo,,322000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-08-16,"14 HERMITAGE DOWNS, RATHFARNHAM, DUBLIN 16",Dublin,D16A6F9,617000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-09-10,"37 GLEN VIEW, DONERAILE, CO CORK",Cork,P51N6F4,81075.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-10-15,"1 THE CLOGHERS, BALLYARD, TRALEE",Kerry,V92E1C8,310000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-12-05,"25 GLOUCESTER SQ, RAILWAY ST, DUBLIN 1",Dublin,D01FW31,430000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-08-01,"16 SHACKLETON GROVE, SHACKLETON PARK, LUCAN",Dublin,K78A2Y7,616000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-03-01,"208 Station Walk, Rickardstown, Newbridge",Kildare,,430770.0,No,Yes,New Dwelling house /Apartment,,2024,3
2024-09-12,"38 SEABURY GREEN, MALAHIDE, DUBLIN",Dublin,K36EY43,755000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-10-15,"Apartment 57  Hayfield Square, Churchview Road and Church Road, Killiney  DN15061 (part of)",Dublin,,421125.72,No,Yes,New Dwelling house /Apartment,,2024,10
2024-05-16,"13 THE MALTINGS, BONHAM ST, DUBLIN 8",Dublin,D08XT29,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-12-18,"27 BOTANIC HALL, ADDISON AVE, ADDISON PARK DUBLIN 11",Dublin,D11VR02,290000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-08-19,"54 PHIBBLESTOWN HOUSE, CLONSILLA, DUBLIN 15",Dublin,D15VK28,345000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-03-13,"14 VERVILLE COURT, VERNON AVE, CLONTARF DUBLIN 3",Dublin,D03TE26,490000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-05-31,"24 Glendarragh, Newtownmountkennedy, Co Wicklow",Wicklow,,405286.0,No,Yes,New Dwelling house /Apartment,,2024,5
2024-10-02,"39 SHANNON GAEL, CARRICK ON SHANNON, ROSCOMMON",Roscommon,N41C6W0,185000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-05-31,"53 CARROWMANAGH, OUGHTERARD, CO GALWAY",Galway,H91Y76T,102103.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-05-07,"MILTON HOUSE, KNOCKNAGARRANE, BANDON",Cork,P72TR66,682352.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-02-29,"20 EMMET ST, KILKENNY, KILKENNY",Kilkenny,R95V9HV,200000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-11-19,"22 TOBERAHEENA OLD, MARLFIELD RD, CLONMEL",Tipperary,E91Y031,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-10-01,"3 Parkleigh Way, Seven Mills, Dublin 22",Dublin,,400881.04,No,Yes,New Dwelling house /Apartment,,2024,10
2024-03-27,"38 Mariners Drive, Mariners Way, Rush",Dublin,,403083.0,No,Yes,New Dwelling house /Apartment,,2024,3
2024-05-21,"73 Bawnogue Green, Boycetown, Kilcock",Kildare,,273200.0,No,Yes,New Dwelling house /Apartment,,2024,5
2024-02-02,"11 WOLFE TONE SQ, WEST BRAY, WICKLOW",Wicklow,,300000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-12-19,"105 MERLIN WOODS, DOUGHISKA, GALWAY",Galway,H91C7XY,241000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-09-04,"4 Kilmartin Grove, Hollystown",Dublin,,409691.0,No,Yes,New Dwelling house /Apartment,,2024,9
2024-10-17,"51 LA ROCHELLE, CHRISTCHURCH, DUBLIN 8",Dublin,D08FW93,308000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-09-09,"8 GARRYDUFF DRIVE, CASTLEBAR, CO MAYO",Mayo,F23RH50,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-03-20,"6 SHACKLETON DRIVE, SHACKLETON PARK, LUCAN",Dublin,K78Y3C3,560000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-02-16,"66 ROCHFORD PARK, KILL, NAAS",Kildare,W91N2T5,225000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-10-03,"104 ASHBROOK EST, AVENUE RD, DUNDALK",Louth,A91X4K6,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-08-19,"6 VEVAY RD, BRAY, CO WICKLOW",Wicklow,A98VY76,360000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-01-29,"40 ST PATRICKS RD, DRUMCONDRA, DUBLIN 9",Dublin,D09N2E7,600000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-12-18,"BALLINAMORE, CLONMEL, TIPPERARY",Tipperary,E91EH24,650000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-02-27,"5 An Tromán, Castlebridge",Wexford,,259911.89,No,Yes,New Dwelling house /Apartment,,2024,2
2024-08-12,"34 GROSVENOR PARK, RATHMINES, DUBLIN 6",Dublin,D06N2F9,860000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-08-02,"22 Boherbue, Carrickbeg, Carrick-on-Suir",Tipperary,,264000.0,Yes,Yes,New Dwelling house /Apartment,,2024,8
2024-07-01,"31 DUNARD WALK, NAVAN RD, DUBLIN 7",Dublin,D07K1WK,430000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-07-31,"CENTURY HOUSE, DREENANE, CARBURY",Kildare,W91N673,620000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-11-26,"DERRYNEEL, BALLINALEE, CO LONGFORD",Longford,N39TN52,190000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-08-22,"20 DISTILLERY COURT, DROGHEDA ROW, MONASTEREVIN",Kildare,W34A254,320000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-01-29,"68 Arcadin, Arcadia, Athlone",Westmeath,,294000.0,Yes,Yes,New Dwelling house /Apartment,,2024,1
2024-04-11,"BARRAGHBEG, DRUMLISH, LONGFORD",Longford,N39FN27,120000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-10-04,"12 CHLUAIN NA FHIATH, LISPOLE, DINGLE",Kerry,T23Y429,308000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-04-22,"APT 25, BLOCK A FIRST FLOOR, SOUTH TERRACE COURT",Cork,T12YK77,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,4
2024-06-14,"133 KIPPURE PARK, FINGLAS SOUTH, DUBLIN 11",Dublin,D11N9X9,254000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-11-11,"14 CASTLE PARK, ASHBOURNE, MEATH",Meath,A84DN29,395000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-07-10,"16 Haven Way, Mere Park, Newtownmountkennedy",Wicklow,,352423.0,No,Yes,New Dwelling house /Apartment,,2024,7
2024-12-10,"13 MANOR LAWN, WATERFORD, WATERFORD",Waterford,X91FYK2,227000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,12
2024-08-09,"BRYANSTOWN, FOULKSMILLS, WEXFORD",Wexford,Y35KX30,460000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-08-30,"CALLYSTOWN, CLOGHERHEAD, DROGHEDA",Louth,,125000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-10-15,"42 MOUNTJOY ST, DUBLIN 7, DUBLIN",Dublin,D07W2K1,621000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-10-31,"61 CASTLEWELL, COURTBRACK AVENUE, SOUTH CIRCULAR ROAD",Limerick,V94Y48H,510000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-06-11,"18 Gleann Droimnin, Ballybay Road, Carrickmacross",Monaghan,,286343.6,No,Yes,New Dwelling house /Apartment,,2024,6
2024-05-30,"27  GRACE  PARK  GROVE, GRACE  PARK  WOOD, GRACE  PARK RD.  DRUMCONDRA",Dublin,D09ATX4,655000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-03-13,"54 Clochan, Kilmeaden",Waterford,,325991.0,No,Yes,New Dwelling house /Apartment,,2024,3
2024-02-26,"34 KILRANE MANOR, KILRANE, ROSSLARE",Wexford,Y35DD36,241000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,2
2024-07-18,"48 THE RICHMOND, BRUNSWICK ST, DUBLIN 7",Dublin,D07WF22,330000.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,7
2024-06-21,"3 CLINCHS COURT, NORTH STRAND RD, DUBLIN 3",Dublin,D03F6W2,275000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,6
2024-03-27,"66 CRESCENT HOUSE, CLONTARF, DUBLIN 3",Dublin,D03D6A8,242000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,3
2024-01-24,"EVENTIDE, 79 CLONKEEN RD, BLACKROCK",Dublin,A94C523,885000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-06-14,"25 White Waves, Tramore",Waterford,,436123.0,No,Yes,New Dwelling house /Apartment,,2024,6
2024-10-15,"213 CHARLESLAND WOOD, GREYSTONES, CO WICKLOW",Wicklow,A63T049,376000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-08-30,"8 POPPINTREE TERRACE, BALLYMUN, DUBLIN 11",Dublin,D11XV32,123350.0,Yes,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-11-18,"6 MANOR WOOD, MONAGHAN, MONAGHAN",Monaghan,H18CV48,240000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-11-18,"11 LATCHFORD GREEN, CASTAHEANY, CLONEE",Dublin,D15Y2Y2,162500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,11
2024-08-07,"APT. 7, CORRAN RIADA, ATHLONE",Roscommon,N37VY68,205000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,8
2024-01-15,"19 CARYSFORT WOODS, BLACKROCK, DUBLIN",Dublin,A94FR58,800000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,1
2024-09-25,"6 THE RAILWALK, CARABAUN, WESTPORT",Mayo,F28N347,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,9
2024-10-18,"APT 1, FOXBOROUGH HALL, LUCAN",Dublin,K78CX93,237500.0,No,No,Second-Hand Dwelling house /Apartment,,2024,10
2024-05-16,"19 WARREN ST, PORTOBELLO, DUBLIN 8",Dublin,D08K6R9,525000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
2024-05-10,"1 ROCHFORD DR, ROCHFORD ABBEY, KILL",Kildare,W91A470,445000.0,No,No,Second-Hand Dwelling house /Apartment,,2024,5
